Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date
CRS10432,Practical Content Marketing Projects,Marketing,Content Marketing,Portuguese,David Nguyen,8.0,2398,4.9,94.0,"Photoshop, Accounting, Deep Learning",No,Beginner,24.99,436,2024-11-07
CRS10299,Music Production: Zero to Hero,Music,Music Production,Japanese,Grace Costa,4.9,3010,4.8,108.0,Excel,Yes,Advanced,0.0,219,2025-04-10
CRS10570,IT Certifications: Zero to Hero,IT & Software,IT Certifications,Spanish,Priya Silva,6.0,1814,4.2,73.0,"Networking, Java, Piano, Data Visualization, Deep Learning",Yes,Beginner,34.99,431,08-25-2024
CRS10098,Project Management for Beginners,Business,Project Management,Japanese,Wanjiru Smith,9.5,36158,4.3,790.0,"Excel, Deep Learning",no,Intermediate,19.99,2543,2023-03-18
CRS10559,Advanced UX/UI Design Masterclass,Design,UX/UI Design,Arabic,Anastasia Kumar.,7.8,5013,5.0,275.0,Music Theory,Y,Intermediate,0.0,651,2025-06-08
CRS10830,Practical Project Management Projects,Business,Project Management,Japanese,  Daniel Kumar  ,10.7,7511,4.9,145.0,"Video Editing, Music Theory",No,Advanced,34.99,658,30/11/2023
CRS10513,UX/UI Design Crash Course,Design,UX/UI Design,Japanese,David Smith,,12241,4.8,290.0,Statistics,yes,All Levels,12.99,994,25/08/2024
CRS10711,Practical Leadership Projects,Personal Development,Leadership, English,Daniel Weber,2.5,553,4.5,10.0,"JavaScript, Python, Java, Unity",Y,Beginner,59.99,61,2025-06-29
CRS10026,Mobile Development Crash Course,Development,Mobile Development,Mandarin,  Rahul Weber  ,,"1,894",4.1,22.0,"Statistics, Cybersecurity Basics, Python, Financial Modeling, Copywriting",no,All Levels,59.99,318,23/01/2026
CRS10085,Practical Business Strategy Projects,Business, Business Strategy ,Japanese,Daniel Khan,7.0,679,4.3,22.0,React,No,Advanced,9.99,167,11-28-2023
CRS10011,Content Marketing for Beginners,Marketing,Content Marketing,Hindi,  Wanjiru Costa  ,3.9,9068,4.5,421.0,"Python, Machine Learning, Photoshop, AWS, Data Visualization",No,Intermediate,34.99,1852,01/05/2023
CRS10771,Advanced Data Science Masterclass,IT & Software,Data Science,Portuguese,Yusuf Zhang.,2.0,7337,3.9,317.0,"Deep Learning, SQL, Tableau",No,Beginner,12.99,982,08-02-2024
CRS10361,Mastering Cloud Computing in 2025,IT & Software,Cloud Computing,Hindi,Elena Mueller,1.6,10553,4.5,337.0,"SQL, Python, Deep Learning, React, AWS",yes,All Levels,34.99,1165,09-23-2025
CRS10631,Practical Entrepreneurship Projects,Business,Entrepreneurship,Arabic,Wanjiru Costa,7.3,5112,5.0,199.0,Copywriting,No,Advanced,9.99,666,10-23-2024
CRS10366,The Ultimate Video Editing Course,Photography & Video,Video Editing,Arabic,Wanjiru Garcia,6.7,9963,4.3,164.0,Cybersecurity Basics,Yes,Intermediate,9.99,2073,2025-10-04
CRS10119,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hin,Isabella Costa,20.0,5219,4.6,233.0,Financial Modeling,No,Advanced,34.99,1223,01-26-2023
CRS10267,SEO: Zero to Hero,Marketing,SEO,english,Fatima Singh.,11.4,19945,4.5,841.0,"3D Modeling, Piano, Azure, Scrum, Unity",No,Beginner,0.0,3112,09-04-2024
CRS10292,Practical Content Marketing Projects,MARKETING,Content Marketing,French,rahul reddy,4.1,7749,4.5,332.0,"Public Speaking, Piano",,Beginner,0.0,1870,2023/01/25
CRS10030,Content Marketing Crash Course,Marketing,Content Marketing,French,Emily Weber,19.2,6158,4.6,165.0,"React, 3D Modeling, Excel, Financial Modeling, Guitar",No,Advanced,0.0,737,11-02-2025
CRS10228,Programming Languages: Zero to Hero,Development,Programming Languages,Espanol,  Grace Diaz  ,2.1,"9,145",4.9,343.0,"Accounting, Piano, After Effects",Yes,All Levels,0.0,536,20/12/2024
CRS10389,Advanced Graphic Design Masterclass, Design ,Graphic Design,portuguese,NEHA WEBER,1.2,3471,4.5,150.0,"Excel, SEO, Networking",N,Intermediate,0.0,844,2024/02/06
CRS10441,Mastering Music Production in 2025,Music, Music Production ,French,  Anastasia Diaz  ,7.6,2550,5.0,135.0,"JavaScript, C++, Statistics, Git, AWS",N,Beginner,24.99,218,28/08/2025
CRS10604,Practical Cloud Computing Projects,IT & Software,Cloud Computing,Hindi,Sara Singh,8.5,2060,4.8,69.0,"Statistics, Tableau, Data Visualization, After Effects",N,Beginner,79.99,485,2025-12-29
CRS10343,Career Development Crash Course,Personal Development,Career Development,French,carlos khan,5.3,1892,4.4,43.0,"Agile, Data Visualization, After Effects",Y,Beginner,49.99,117,12-28-2025
CRS10082,Practical Career Development Projects,Personal Development,Career Development,Hindi,Noah Nguyen,8.2,14506,4.1,155.0,"React, SQL",yes,All Levels,59.99,1742,2025-03-03
CRS10324,The Ultimate Project Management Course,Business,Project Management,,Maria Reddy,4.3,4006,4.2,211.0,"JavaScript, Kubernetes",Yes,Intermediate,12.99,434,2025-12-12
CRS10751,Mastering Data Science in 2025,IT & Software,Data Science,French,Grace Mueller,5.2,56913,3.7,2193.0,"Excel, Python, Node.js, Accounting",yes,Advanced,24.99,6629,2023-01-06
CRS10543,Photography Basics Crash Course,Photography & Video,Photography Basics,japanese,Priya Costa,1.5,20120,3.7,251.0,"Negotiation, After Effects, Unity, Kubernetes, SQL",Yes,All Levels,34.99,3921,2023-04-27
CRS10248,Complete Data Science Bootcamp,IT & Software,Data Science,Arabic,Wei Mueller,10.2,8817,5.0,425.0,"After Effects, Copywriting",Yes,All Levels,79.99,749,2024-03-21
CRS10761,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,Spanish,Thomas Brown,4.2,2710,4.3,71.0,"Tableau, Music Theory, Accounting, Networking",Yes,Advanced,34.99,389,2023-02-16
CRS10332,Advanced Video Editing Masterclass,Photography & Video,Video Editing,Spanish,Emily Zhang.,9.7,5237,4.6,165.0,"SQL, JavaScript",yes,Beginner,49.99,593,24/02/2023
CRS10678,The Ultimate Video Editing Course,Photography & Video,Video Editing,Japanese,Neha Silva,1.9,0.6k,4.0,11.0,"After Effects, Piano, Docker",No,Advanced,0.0,114,2025-07-10
CRS10522,The Ultimate Programming Languages Course,Development,programming languages,French,Michael Brown,5.3,1025,3.6,51.0,After Effects,N,Advanced,9.99,118,06-11-2025
CRS10742,Complete UX/UI Design Bootcamp,Design,ux/ui design,Mandarin,David Novak,7.1,4967,3.8,215.0,"Power BI, Unity, Copywriting, After Effects",Yes,Intermediate,59.99,867,02/04/2024
CRS10364,Advanced Video Editing Masterclass,Photography & Video,Video Editing,English,Grace Novak,5.0,10131,5.0,415.0,"Figma, Power BI, Music Theory, SQL",No,Advanced,,914,05-11-2023
CRS10694,The Ultimate Graphic Design Course,Design,Graphic Design,portuguese,  David Reddy  ,5.9,12029,5.0,369.0,Music Theory,No,All Levels,9.99,1617,2026-01-27
CRS10368,The Ultimate Music Production Course,Music,MUSIC PRODUCTION,Portuguese,Daniel Costa.,2.8,343,4.8,8.0,"Unreal Engine, JavaScript, Power BI, Agile, Scrum",,Beginner,0.0,31,2023-07-28
CRS10468,Advanced Business Strategy Masterclass,Business,Business Strategy,japanese,Sofia Rossi.,1.9,"4,359",4.0,245.0,"C++, Agile, Figma, Git",No,All Levels,0.0,309,12/10/2025
CRS10440,Data Science Crash Course,IT & Software,Data Science,Portuguese,Grace Nguyen,4.3,985,4.2,44.0,"Google Ads, Docker, Piano, Deep Learning, JavaScript",Yes,Beginner,19.99,210,26/07/2025
CRS10394,Game Development Crash Course,Development,Game Development,mandarin,Sofia Petrov,7.6,11778,3.9,475.0,"Statistics, Scrum, Git, HTML/CSS",No,Advanced,99.99,1284,2023/02/23
CRS10211,Advanced Graphic Design Masterclass,design,Graphic Design,French,Maria Petrov,5.9,11025,4.4,360.0,"Data Visualization, Negotiation",yes,All Levels,99.99,1688,2025/09/07
CRS10801,Complete Network & Security Bootcamp,IT & Software,NETWORK & SECURITY,french,elena chen,4.5,6416,4.0,334.0,"Agile, SQL, Unreal Engine",no,Advanced,79.99,359,05-13-2023
CRS10718,Practical UX/UI Design Projects,Design, UX/UI Design ,Japanese,Michael Reddy,3.0,2047,4.0,51.0,"Google Ads, Networking, Tableau, Git, Unreal Engine",Yes,Beginner,59.99,365,23/06/2023
CRS10008,Practical Cloud Computing Projects,IT & SOFTWARE,Cloud Computing,japanese,Carlos Costa,,1213,4.4,,"Deep Learning, Accounting, Agile",N,All Levels,0.0,248,22/05/2024
CRS10714,Productivity Crash Course,personal development,Productivity,arabic,Isabella Weber,5.5,2112,4.3,40.0,"Financial Modeling, Cybersecurity Basics, Deep Learning",No,Intermediate,9.99,271,2023-09-05
CRS10156,The Ultimate Productivity Course,personal development,Productivity,Spanish,Carlos Kumar,12.1,3996,4.6,163.0,Machine Learning,Yes,Intermediate,0.0,385,2025/12/14
CRS10327,Project Management for Beginners,Business,Project Management,french,aarav johnson,4.7,3461,4.2,36.0,"Unity, Financial Modeling, AWS",,Intermediate,59.99,497,2023-05-20
CRS10102,Practical Instruments Projects,MUSIC,instruments,Portuguese,Isabella Kumar,2.0,4389,4.1,137.0,"Photoshop, Unreal Engine",Y,Beginner,59.99,665,07-03-2025
CRS10376,Practical Video Editing Projects,Photography & Video,Video Editing,Mandarin,Yusuf Kumar,8.5,11160,4.6,583.0,"C++, Video Editing",Yes,All Levels,9.99,1927,2025-11-17
CRS10668,Complete Finance Bootcamp,Business,Finance,japanese,Lucia Ito,7.2,1094,4.4,25.0,"Statistics, Agile, Photoshop, Networking, HTML/CSS",Yes,All Levels,49.99,98,2023/11/10
CRS10458,Game Development Crash Course,Development,Game Development,English,Aisha Kim,7.3,5489,4.2,80.0,"HTML/CSS, C++",yes,Intermediate,12.99,1096,2024-07-29
CRS10596,Advanced Design Tools Masterclass,Design,Design Tools,,Elena Brown,10.7,1078,4.7,15.0,"Python, Data Visualization, Kubernetes",Yes,All Levels,99.99,267,09-23-2023
CRS10295,Practical Social Media Marketing Projects,MARKETING,Social Media Marketing,Hindi,Lucia Fernandez,12.8,321,4.7,8.0,"JavaScript, C++, Guitar, Git",Yes,Beginner,49.99,73,2024-06-14
CRS10003,Leadership: Zero to Hero, Personal Development ,Leadership,English,Daniel Kim,4.4,5846,4.1,211.0,Statistics,Yes,Advanced,9.99,797,01-28-2025
CRS10214,Photography Basics: Zero to Hero,Photography & Video,Photography Basics,Spanish,  Elena Petrov  ,9.2,5206,4.3,212.0,"React, Machine Learning, Cybersecurity Basics, Java, Unreal Engine",No,Beginner,99.99,1165,2025/06/02
CRS10582,Advanced UX/UI Design Masterclass,Design,UX/UI Design,English,Aisha Garcia.,4.4,24696,4.7,1096.0,"Figma, Docker, SEO, Azure",,Advanced,49.99,1829,2024-06-25
CRS10816,The Ultimate IT Certifications Course,IT & Software,IT Certifications,Mandarin,Rahul Reddy,3.6,15619,4.6,283.0,"Unity, Guitar, Node.js, Git",No,Beginner,49.99,1106,2025-09-06
CRS10236,Advanced Data Science Masterclass,IT & Software,Data Science,german,ANASTASIA SHARMA,7.9,31.4k,3.9,870.0,"Kubernetes, Negotiation, Data Visualization, Copywriting",no,All Levels,24.99,2004,2025-08-07
CRS10159,Practical Graphic Design Projects,DESIGN,Graphic Design,Spanish,Sofia Nguyen,6.9,22868,4.1,501.0,Node.js,yes,Advanced,49.99,1648,01-24-2023
CRS10496,Mastering Career Development in 2025,personal development,Career Development,mandarin,Carlos Petrov,14.2,"2,532",4.0,55.0,"Git, Java, Node.js, Statistics, Azure",No,Advanced,59.99,235,2023/11/21
CRS10809,Advanced Digital Marketing Masterclass,Marketing,Digital Marketing,Hindi,David Smith,8.4,"1,300",4.5,30.0,"Docker, Unity, Agile, Data Visualization, Node.js",Yes,Advanced,12.99,188,07-27-2024
CRS10550,Videography: Zero to Hero, Photography & Video ,Videography,Japanese,Elena Kumar,7.8,7910,4.9,470.0,"SEO, Docker, 3D Modeling",Yes,Intermediate,24.99,888,05-12-2024
CRS10463,Database Design for Beginners,Development,Database Design,French,  Lucia Zhang  ,7.6,9468,3.7,386.0,"Copywriting, Cybersecurity Basics, Docker",No,Intermediate,0.0,1880,19/09/2023
CRS10281,Practical Instruments Projects,music,Instruments,Portuguese,thomas ali,1.5,507,3.6,22.0,Unreal Engine,Yes,All Levels,24.99,25,2025-10-09
CRS10710,Content Marketing Crash Course,MARKETING,Content Marketing,Japanese,Olga Weber,6.1,3862,4.4,93.0,"SQL, Statistics, Excel, Networking",no,Beginner,49.99,416,2024-05-31
CRS10819,Advanced Database Design Masterclass,Development,Database Design,French,Elena Costa.,6.3,10724,4.1,501.0,AWS,Yes,Beginner,,1126,11/03/2023
CRS10381,Mastering Web Development in 2025,Development,Web Development,english,Sofia Weber,8.2,1441,3.6,61.0,Guitar,No,All Levels,79.99,107,2023/04/03
CRS10334,Practical Video Editing Projects,Photography & Video,Video Editing, English,Sara Reddy,13.0,12819,3.9,456.0,"Git, Java, Copywriting, Statistics",No,Beginner,79.99,908,2025/10/01
CRS10644,Sales Crash Course, Business ,Sales,English,Wanjiru Mueller,15.0,5168,4.9,110.0,"Photoshop, SEO, Agile",no,Advanced,49.99,947,22/06/2024
CRS10213,Instruments for Beginners,music,Instruments,Mandarin,Neha Ito,8.2,1215,5.0,64.0,"After Effects, AWS, Negotiation, Scrum, Unreal Engine",No,Intermediate,34.99,103,28/02/2025
CRS10833,Graphic Design for Beginners,Design,Graphic Design,Spanish,Thomas Zhang,10.7,30770,3.9,849.0,Kubernetes,Yes,Advanced,49.99,2314,11/03/2023
CRS10080,Advanced IT Certifications Masterclass,IT & Software,IT Certifications,portuguese,Sara Kim,7.0,2296,4.3,120.0,"AWS, Agile, Financial Modeling, Excel",yes,Advanced,,368,06-09-2025
CRS10149,SEO Crash Course,Marketing,SEO,portuguese,Sofia Johnson,4.6,9170,3.7,257.0,"JavaScript, C++, AWS, Agile, Scrum",Yes,Beginner,59.99,626,03/01/2025
CRS10621,Mobile Development: Zero to Hero,Development,Mobile Development,Mandarin,Neha Kumar,5.7,1912,4.0,24.0,Video Editing,No,All Levels,,135,10-29-2025
CRS10240,Network & Security for Beginners,IT & Software,Network & Security,Portuguese,Neha Diaz,6.4,1104,,30.0,"Docker, SQL, Statistics, Financial Modeling",yes,Advanced,0.0,202,2025/09/20
CRS10560,Data Science Crash Course,IT & Software, Data Science ,German,MICHAEL ITO,8.9,4570,4.3,177.0,"Azure, Copywriting, Figma, Google Ads, Networking",No,All Levels,79.99,652,2025/01/01
CRS10498,Advanced Design Tools Masterclass,Design,DESIGN TOOLS,english,Michael Sharma,3.4,21401,4.7,,React,No,Beginner,0.0,4033,10-18-2023
CRS10335,Advanced Programming Languages Masterclass,Development,Programming Languages,Arabic,Kenji Petrov,8.8,61359,4.2,3529.0,"Public Speaking, Power BI, SQL",No,Intermediate,24.99,10439,2024-12-15
CRS10573,Advanced Videography Masterclass,Photography & Video,Videography,Portuguese,Kenji Mueller,13.7,1175,4.2,22.0,"Tableau, Unity",Yes,Intermediate,19.99,95,01-01-2024
CRS10820,Mastering SEO in 2025,Marketing,SEO,German,David Chen,7.0,1718,3.9,97.0,Machine Learning,Yes,All Levels,99.99,94,2026/01/22
CRS10134,Leadership Crash Course,Personal Development,LEADERSHIP,arabic,Michael Silva,4.7,11523,4.0,631.0,Deep Learning,No,Advanced,24.99,606,2025/07/20
CRS10832,The Ultimate Video Editing Course,Photography & Video,Video Editing,German,Aisha Petrov,4.1,547,4.6,6.0,"Negotiation, SQL, Java, Python",N,Beginner,9.99,107,09-20-2024
CRS10166,Business Strategy for Beginners,Business,Business Strategy,,Liam Rossi,4.1,2889,,108.0,Machine Learning,No,All Levels,59.99,194,10-29-2024
CRS10529,Mastering Game Development in 2025,Development,Game Development,Arabic,  Ahmed Mueller  ,13.2,8687,3.5,451.0,"Video Editing, Kubernetes, Financial Modeling, Music Theory, Statistics",No,Intermediate,99.99,2153,11-07-2023
CRS10056,Advanced Database Design Masterclass, Development ,Database Design,Arabic,Aarav Smith,16.1,7673,4.1,104.0,"JavaScript, Networking, Agile, Tableau",N,Advanced,79.99,873,2023-10-31
CRS10487,IT Certifications Crash Course,IT & Software,IT Certifications,Hin,Sara Johnson,4.9,20405,4.1,1124.0,"Scrum, JavaScript, Machine Learning, Azure, Deep Learning",no,Intermediate,34.99,1850,2024-11-04
CRS10652,Network & Security for Beginners,IT & Software,Network & Security,arabic,David Patel,4.8,28157,,725.0,"C++, Guitar, Unity, Public Speaking",Y,Beginner,24.99,3621,2023-09-03
CRS10531,Complete Entrepreneurship Bootcamp,Business,ENTREPRENEURSHIP,Spanish,Grace Singh,5.6,12605,4.2,,"JavaScript, Azure",,All Levels,34.99,1457,2023-05-12
CRS10378,IT Certifications Crash Course,IT & Software,IT Certifications,English,AISHA KIM,2.1,651,4.4,9.0,"Python, React, Piano, Financial Modeling",Yes,Beginner,34.99,97,09-12-2025
CRS10443,Practical Graphic Design Projects,Design,Graphic Design,German,emily ito,4.4,1557,4.5,77.0,"Copywriting, 3D Modeling, Java, JavaScript",Yes,Intermediate,34.99,155,2023/02/10
CRS10205,The Ultimate Design Tools Course,Design,Design Tools,Portuguese,Emily Kim,6.9,968,4.8,47.0,"Networking, Agile, Negotiation",No,Advanced,79.99,73,11-09-2023
CRS10595,Videography: Zero to Hero,Photography & Video,Videography,Portuguese,Anastasia Kim,9.7,5321,4.1,94.0,"Machine Learning, Git, React",no,Advanced,19.99,1051,18/11/2025
CRS10429,The Ultimate Entrepreneurship Course,Business, Entrepreneurship ,spanish,Lucia Chen,3.9,4595,4.0,115.0,"Networking, Python",Yes,All Levels,59.99,441,05-03-2025
CRS10745,Entrepreneurship: Zero to Hero, Business ,Entrepreneurship,Hindi,Aarav Khan,3.6,503,4.6,28.0,C++,,Beginner,49.99,117,2023-12-30
CRS10479,Advanced Music Theory Masterclass,Music,Music Theory,Japanese,Olga Garcia.,2.5,1297,4.3,49.0,"Java, Kubernetes, Deep Learning, HTML/CSS",,All Levels,9.99,172,2023/06/08
CRS10435,Practical Instruments Projects,Music, Instruments ,Hindi,ISABELLA PATEL,4.7,3179,3.4,180.0,JavaScript,No,Beginner,9.99,685,2024/10/30
CRS10061,Advanced Cybersecurity Masterclass,IT & Software,Cybersecurity,Portuguese,  Rahul Petrov  ,11.3,5353,4.2,56.0,"HTML/CSS, Power BI",yes,Advanced,49.99,1236,2025/05/18
CRS10200,Advanced Instruments Masterclass,Music,Instruments,French,Emily Garcia,2.7,0.5k,3.7,22.0,"Python, Node.js, Tableau, Kubernetes, Git",Y,Intermediate,59.99,71,2025-06-10
CRS10793,Music Theory: Zero to Hero,Music,Music Theory,Japanese,  Sofia Ito  ,1.8,6441,4.0,226.0,"Kubernetes, Java, Deep Learning, Public Speaking",,Beginner,34.99,658,2023-03-13
CRS10617,Advanced Network & Security Masterclass,IT & Software,Network & Security,English,Carlos Fernandez,11.2,7586,4.0,330.0,"SQL, Public Speaking, Git",no,Advanced,59.99,1414,13/02/2024
CRS10431,Advanced Data Science Masterclass,IT & SOFTWARE,Data Science,Hindi,Liam Johnson,1.9,2482,4.6,47.0,"Networking, JavaScript, Python, Power BI",Yes,Beginner,99.99,308,2023-03-27
CRS10251,Video Editing: Zero to Hero,Photography & Video,Video Editing,Mandarin,daniel weber,4.0,797,4.5,32.0,"Docker, Networking, Deep Learning, 3D Modeling, Piano",No,Intermediate,12.99,143,05-27-2023
CRS10405,Entrepreneurship: Zero to Hero,Business,Entrepreneurship,Portuguese,David Fernandez,5.9,5704,4.2,121.0,"Docker, Unreal Engine, Java",,Advanced,0.0,508,09-05-2024
CRS10351,Videography for Beginners,Photography & Video,Videography,Mandarin,Anastasia Petrov.,3.8,13961,4.2,713.0,Power BI,Yes,Intermediate,,3092,2024-12-26
CRS10418,UX/UI Design Crash Course,design,UX/UI Design,Mandarin,Emily Nguyen,8.5,40525,4.2,645.0,"Python, Statistics, Kubernetes",No,Beginner,99.99,4367,07-24-2024
CRS10583,Mastering Personal Finance in 2025,Personal Development,Personal Finance,English,rahul brown,2.6,6041,3.4,108.0,"Financial Modeling, Google Ads, Kubernetes, Negotiation",,Advanced,0.0,508,17/11/2025
CRS10571,Mastering Leadership in 2025,Personal Development,Leadership,German,Carlos Petrov,4.1,4119,3.4,212.0,"After Effects, Cybersecurity Basics, Scrum, Kubernetes, Negotiation",N,Intermediate,9.99,877,2025/12/09
CRS10425,Practical Music Production Projects,Music,Music Production,German,  Elena Kumar  ,2.4,2382,4.1,125.0,"Docker, C++, Python, Video Editing",yes,Advanced,49.99,217,2025/04/08
CRS10293,Advanced Leadership Masterclass,Personal Development,Leadership,German,  Elena Johnson  ,4.2,2883,4.2,66.0,"Unreal Engine, Node.js",Yes,Beginner,0.0,286,2023/09/24
CRS10457,Practical Cloud Computing Projects,IT & Software,cloud computing,german,Isabella Kumar,7.9,4885,4.1,213.0,"Deep Learning, Video Editing, Statistics",Yes,Beginner,0.0,1198,16/09/2023
CRS10757,Mobile Development: Zero to Hero,development,Mobile Development,German,Emily Reddy,5.9,2501,4.4,110.0,"Scrum, Video Editing, React, Cybersecurity Basics, HTML/CSS",Yes,Beginner,24.99,591,07-08-2023
CRS10781,Graphic Design: Zero to Hero,design,Graphic Design,French,John Rossi,4.4,5975,3.8,67.0,"Negotiation, Piano, Java",no,Beginner,34.99,1235,01/10/2025
CRS10091,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hindi,Neha Rossi,10.8,4089,4.2,205.0,"Docker, Unreal Engine",,Beginner,0.0,816,21/03/2023
CRS10814,Practical Mobile Development Projects,Development,Mobile Development,French,Thomas Zhang,8.0,7.6k,4.8,323.0,"Scrum, Networking",yes,Intermediate,9.99,1081,2023-06-03
CRS10182,Content Marketing: Zero to Hero,Marketing,Content Marketing,Japanese,Olga Zhang,5.1,6815,4.3,193.0,"React, JavaScript, Networking",Yes,Intermediate,19.99,1518,07/12/2025
CRS10775,Instruments: Zero to Hero,Music,Instruments,Portuguese,  Elena Zhang  ,4.3,2259,4.8,30.0,"Guitar, Node.js, Photoshop, Excel, Cybersecurity Basics",yes,Intermediate,99.99,361,2023/01/14
CRS10070,Advanced Cybersecurity Masterclass,IT & Software,cybersecurity,Mandarin,Aisha Costa,8.8,11175,4.1,236.0,"Music Theory, Machine Learning",No,All Levels,59.99,2711,2025-01-11
CRS10132,Practical Productivity Projects,Personal Development,Productivity,Hindi,Sofia Fernandez,8.6,929,,17.0,"HTML/CSS, Node.js, Git",Yes,Intermediate,12.99,167,2024-02-28
CRS10508,UX/UI Design: Zero to Hero, Design ,UX/UI Design,French,Neha Nguyen,7.2,13360,4.7,525.0,Power BI,Yes,Beginner,0.0,2220,04-09-2023
CRS10758,Digital Marketing: Zero to Hero,marketing,Digital Marketing,HINDI,Fatima Novak,3.1,5806,4.1,313.0,"Node.js, Financial Modeling, SQL, Negotiation",Y,All Levels,0.0,1043,2025/11/15
CRS10136,Practical Web Development Projects,development, Web Development ,english,  Ahmed Ali  ,4.3,17861,4.8,418.0,"Java, Copywriting",Yes,Advanced,0.0,3122,01-08-2025
CRS10165,Practical Videography Projects,Photography & Video,Videography,French,John Brown,4.7,16557,5.0,241.0,"3D Modeling, Music Theory, HTML/CSS, C++, React",,All Levels,9.99,3733,09/12/2023
CRS10029,Mobile Development for Beginners,Development,MOBILE DEVELOPMENT,English,Sofia Khan,9.0,1454,4.8,32.0,"Scrum, After Effects",no,Intermediate,79.99,99,23/08/2023
CRS10466,Finance for Beginners, Business ,Finance,English,Aisha Smith,5.0,1015,4.6,45.0,"Java, SEO, Power BI",No,Intermediate,12.99,137,2025-12-30
CRS10194,The Ultimate IT Certifications Course,IT & Software,it certifications,Hindi,Isabella Kumar,9.3,10520,4.3,535.0,"Guitar, Google Ads, Git, Python",No,Beginner,34.99,1477,2023-10-25
CRS10287,Advanced Project Management Masterclass,Business,Project Management,English,  Isabella Reddy  ,5.4,1434,5.0,59.0,"3D Modeling, Negotiation, Data Visualization, Financial Modeling",,Advanced,19.99,297,2023-12-10
CRS10827,The Ultimate Database Design Course,Development,Database Design,Arabic,AISHA MUELLER,1.9,484,4.7,10.0,"React, Video Editing, 3D Modeling, Tableau, Cybersecurity Basics",No,Intermediate,0.0,64,02-12-2024
CRS10360,Practical Photography Basics Projects,Photography & Video,Photography Basics,German,Rahul Johnson,5.5,4938,4.5,87.0,"Azure, Deep Learning, Excel, Machine Learning",No,Advanced,24.99,793,2025/07/20
CRS10141,Web Development Crash Course,Development,Web Development,japanese,Olga Weber,6.2,6987,3.9,165.0,"HTML/CSS, C++, SEO, Machine Learning, Copywriting",Yes,Intermediate,9.99,1123,01-03-2026
CRS10174,Advanced Career Development Masterclass,Personal Development,Career Development,Hindi,David Mueller,8.2,34767,4.4,1288.0,"Copywriting, Docker, C++",No,Intermediate,0.0,8434,04-07-2025
CRS10007,The Ultimate UX/UI Design Course,Design,UX/UI Design,Spanish,Daniel Novak,5.8,1257,4.2,54.0,"SQL, React, Accounting, Copywriting",Yes,Intermediate,79.99,141,2023-06-11
CRS10822,Practical Music Theory Projects,Music,music theory,Mandarin,Wanjiru Petrov,11.4,2103,4.6,25.0,"C++, Java, Public Speaking, Music Theory",No,All Levels,0.0,257,12-25-2025
CRS10352,The Ultimate Videography Course,Photography & Video,Videography,Spanish,Isabella Smith,5.4,7362,,294.0,"Networking, Negotiation, Scrum, Java, Machine Learning",Yes,All Levels,9.99,1407,2024-06-17
CRS10074,Photography Basics for Beginners,Photography & Video, Photography Basics ,Arabic,Lucia Sharma,2.5,4.4k,5.0,111.0,"Photoshop, Statistics, Machine Learning",No,Beginner,24.99,935,07-22-2023
CRS10599,Mastering IT Certifications in 2025,IT & SOFTWARE,IT Certifications,Portuguese,  Olga Reddy  ,6.5,8352,4.9,90.0,"Networking, Photoshop, Statistics, Guitar, Java",No,Beginner,0.0,1784,21/03/2025
CRS10307,The Ultimate Social Media Marketing Course,Marketing,Social Media Marketing,Spanish,liam khan,4.2,12719,4.0,494.0,"AWS, Negotiation, Figma, Google Ads",No,Intermediate,79.99,2250,2024-04-15
CRS10800,IT Certifications for Beginners,IT & Software,IT Certifications,Japanese,Aisha Chen,1.5,"18,726",4.7,,"Piano, Python, Music Theory",,Intermediate,24.99,1268,03/09/2024
CRS10146,Practical Photography Basics Projects,Photography & Video,Photography Basics,German,  Aisha Rossi  ,7.6,3698,4.5,,"Docker, Google Ads, 3D Modeling",no,Intermediate,49.99,552,2025/01/24
CRS10235,Advanced 3D & Animation Masterclass,Design,3D & ANIMATION,Japanese,Olga Fernandez,2.0,1662,5.0,52.0,"React, Node.js, Scrum",No,Advanced,79.99,321,04/10/2025
CRS10221,Mastering Game Development in 2025,Development,Game Development,Mandarin,Isabella Johnson,4.1,2642,5.0,76.0,Video Editing,,Advanced,49.99,588,2025/02/11
CRS10413,Practical Finance Projects,Business,Finance,Mandarin,Isabella Zhang,2.1,7359,4.0,302.0,Video Editing,no,Advanced,34.99,1812,12/07/2025
CRS10802,Mastering Music Production in 2025, Music ,Music Production,Mandarin,Yusuf Ito,8.4,471,4.2,7.0,"3D Modeling, Statistics, Google Ads, Piano, Unreal Engine",no,All Levels,0.0,113,12-05-2025
CRS10133,Advanced Cybersecurity Masterclass,IT & Software,cybersecurity,German,Wanjiru Novak,5.4,4015,4.2,185.0,Java,,All Levels,0.0,887,21/07/2024
CRS10430,Cloud Computing for Beginners,IT & Software,Cloud Computing,Arabic,Ahmed Ito,3.1,11044,3.8,520.0,Azure,no,Intermediate,19.99,2426,2025/04/17
