Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Skill_Count,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date,Course_Year,Course_Month,Views_Outlier,Duration_Outlier
CRS10083,Advanced Instruments Masterclass,Music,Instruments,Arabic,Wanjiru Johnson,4.8,656,3.5,36,"Machine Learning, Public Speaking, Financial Modeling, Tableau",4,No,Advanced,19.99,78,2023-11-19,2023,11,False,False
CRS10297,Project Management for Beginners,Business,Project Management,English,Yusuf Reddy,4.1,10604,3.8,211,"Negotiation, Copywriting, Deep Learning",3,Yes,Beginner,24.99,1729,2025-12-30,2025,12,False,False
CRS10799,Practical Photography Basics Projects,Photography & Video,Photography Basics,Hindi,Emily Garcia,1.6,2699,3.8,104,"Financial Modeling, Power BI, Git",3,No,Intermediate,34.99,665,2023-08-11,2023,8,False,False
CRS10197,Complete Business Strategy Bootcamp,Business,Business Strategy,Mandarin,Wei Garcia,4.3,29602,4.5,634,"Scrum, C++, Excel",3,Yes,Advanced,79.99,7378,2023-04-15,2023,4,True,False
CRS10685,Mastering Photography Basics in 2025,Photography & Video,Photography Basics,Portuguese,Wanjiru Diaz,10.0,7878,4.5,145,"Azure, C++, Unity, Kubernetes",4,Yes,All Levels,49.99,478,2023-11-03,2023,11,False,False
CRS10317,Advanced Content Marketing Masterclass,Marketing,Content Marketing,Spanish,Anastasia Ali,4.6,17652,4.9,487,"Excel, Java, Piano, React",4,Yes,All Levels,79.99,3853,2024-03-27,2024,3,False,False
CRS10502,3D & Animation Crash Course,Design,3D & Animation,Hindi,Daniel Ito,3.2,464,4.2,17,"Git, Agile, Unreal Engine, SEO",4,No,Beginner,79.99,26,2025-02-23,2025,2,False,False
CRS10006,Business Strategy Crash Course,Business,Business Strategy,Arabic,Isabella Sharma,7.2,2286,4.2,101,"SEO, Negotiation, React, Google Ads, Git",5,Yes,Beginner,19.99,315,2025-10-22,2025,10,False,False
CRS10055,Mastering Entrepreneurship in 2025,Business,Entrepreneurship,English,Neha Patel,6.2,9169,4.1,341,"Power BI, Java, Data Visualization",3,No,Beginner,49.99,2184,2025-07-07,2025,7,False,False
CRS10432,Practical Content Marketing Projects,Marketing,Content Marketing,Portuguese,David Nguyen,8.0,2398,4.9,94,"Photoshop, Accounting, Deep Learning",3,No,Beginner,24.99,436,2024-11-07,2024,11,False,False
CRS10299,Music Production: Zero to Hero,Music,Music Production,Japanese,Grace Costa,4.9,3010,4.8,108,Excel,1,Yes,Advanced,0.0,219,2025-04-10,2025,4,False,False
CRS10570,IT Certifications: Zero to Hero,It & Software,It Certifications,Spanish,Priya Silva,6.0,1814,4.2,73,"Networking, Java, Piano, Data Visualization, Deep Learning",5,Yes,Beginner,34.99,431,2024-08-25,2024,8,False,False
CRS10098,Project Management for Beginners,Business,Project Management,Japanese,Wanjiru Smith,9.5,36158,4.3,790,"Excel, Deep Learning",2,No,Intermediate,19.99,2543,2023-03-18,2023,3,True,False
CRS10559,Advanced UX/UI Design Masterclass,Design,Ux/Ui Design,Arabic,Anastasia Kumar,7.8,5013,5.0,275,Music Theory,1,Yes,Intermediate,0.0,651,2025-06-08,2025,6,False,False
CRS10830,Practical Project Management Projects,Business,Project Management,Japanese,Daniel Kumar,10.7,7511,4.9,145,"Video Editing, Music Theory",2,No,Advanced,34.99,658,2023-11-30,2023,11,False,False
CRS10513,UX/UI Design Crash Course,Design,Ux/Ui Design,Japanese,David Smith,5.8,12241,4.8,290,Statistics,1,Yes,All Levels,12.99,994,2024-08-25,2024,8,False,False
CRS10711,Practical Leadership Projects,Personal Development,Leadership,English,Daniel Weber,2.5,553,4.5,10,"JavaScript, Python, Java, Unity",4,Yes,Beginner,59.99,61,2025-06-29,2025,6,False,False
CRS10026,Mobile Development Crash Course,Development,Mobile Development,Mandarin,Rahul Weber,5.8,1894,4.1,22,"Statistics, Cybersecurity Basics, Python, Financial Modeling, Copywriting",5,No,All Levels,59.99,318,2026-01-23,2026,1,False,False
CRS10085,Practical Business Strategy Projects,Business,Business Strategy,Japanese,Daniel Khan,7.0,679,4.3,22,React,1,No,Advanced,9.99,167,2023-11-28,2023,11,False,False
CRS10011,Content Marketing for Beginners,Marketing,Content Marketing,Hindi,Wanjiru Costa,3.9,9068,4.5,421,"Python, Machine Learning, Photoshop, AWS, Data Visualization",5,No,Intermediate,34.99,1852,2023-05-01,2023,5,False,False
CRS10771,Advanced Data Science Masterclass,It & Software,Data Science,Portuguese,Yusuf Zhang,2.0,7337,3.9,317,"Deep Learning, SQL, Tableau",3,No,Beginner,12.99,982,2024-08-02,2024,8,False,False
CRS10361,Mastering Cloud Computing in 2025,It & Software,Cloud Computing,Hindi,Elena Mueller,1.6,10553,4.5,337,"SQL, Python, Deep Learning, React, AWS",5,Yes,All Levels,34.99,1165,2025-09-23,2025,9,False,False
CRS10631,Practical Entrepreneurship Projects,Business,Entrepreneurship,Arabic,Wanjiru Costa,7.3,5112,5.0,199,Copywriting,1,No,Advanced,9.99,666,2024-10-23,2024,10,False,False
CRS10366,The Ultimate Video Editing Course,Photography & Video,Video Editing,Arabic,Wanjiru Garcia,6.7,9963,4.3,164,Cybersecurity Basics,1,Yes,Intermediate,9.99,2073,2025-10-04,2025,10,False,False
CRS10119,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hindi,Isabella Costa,20.0,5219,4.6,233,Financial Modeling,1,No,Advanced,34.99,1223,2023-01-26,2023,1,False,True
CRS10267,SEO: Zero to Hero,Marketing,Seo,English,Fatima Singh,11.4,19945,4.5,841,"3D Modeling, Piano, Azure, Scrum, Unity",5,No,Beginner,0.0,3112,2024-09-04,2024,9,True,False
CRS10292,Practical Content Marketing Projects,Marketing,Content Marketing,French,Rahul Reddy,4.1,7749,4.5,332,"Public Speaking, Piano",2,No,Beginner,0.0,1870,2023-01-25,2023,1,False,False
CRS10030,Content Marketing Crash Course,Marketing,Content Marketing,French,Emily Weber,19.2,6158,4.6,165,"React, 3D Modeling, Excel, Financial Modeling, Guitar",5,No,Advanced,0.0,737,2025-11-02,2025,11,False,True
CRS10228,Programming Languages: Zero to Hero,Development,Programming Languages,Spanish,Grace Diaz,2.1,9145,4.9,343,"Accounting, Piano, After Effects",3,Yes,All Levels,0.0,536,2024-12-20,2024,12,False,False
CRS10389,Advanced Graphic Design Masterclass,Design,Graphic Design,Portuguese,Neha Weber,1.2,3471,4.5,150,"Excel, SEO, Networking",3,No,Intermediate,0.0,844,2024-02-06,2024,2,False,False
CRS10441,Mastering Music Production in 2025,Music,Music Production,French,Anastasia Diaz,7.6,2550,5.0,135,"JavaScript, C++, Statistics, Git, AWS",5,No,Beginner,24.99,218,2025-08-28,2025,8,False,False
CRS10604,Practical Cloud Computing Projects,It & Software,Cloud Computing,Hindi,Sara Singh,8.5,2060,4.8,69,"Statistics, Tableau, Data Visualization, After Effects",4,No,Beginner,79.99,485,2025-12-29,2025,12,False,False
CRS10343,Career Development Crash Course,Personal Development,Career Development,French,Carlos Khan,5.3,1892,4.4,43,"Agile, Data Visualization, After Effects",3,Yes,Beginner,49.99,117,2025-12-28,2025,12,False,False
CRS10082,Practical Career Development Projects,Personal Development,Career Development,Hindi,Noah Nguyen,8.2,14506,4.1,155,"React, SQL",2,Yes,All Levels,59.99,1742,2025-03-03,2025,3,False,False
CRS10324,The Ultimate Project Management Course,Business,Project Management,Hindi,Maria Reddy,4.3,4006,4.2,211,"JavaScript, Kubernetes",2,Yes,Intermediate,12.99,434,2025-12-12,2025,12,False,False
CRS10751,Mastering Data Science in 2025,It & Software,Data Science,French,Grace Mueller,5.2,56913,3.7,2193,"Excel, Python, Node.js, Accounting",4,Yes,Advanced,24.99,6629,2023-01-06,2023,1,True,False
CRS10543,Photography Basics Crash Course,Photography & Video,Photography Basics,Japanese,Priya Costa,1.5,20120,3.7,251,"Negotiation, After Effects, Unity, Kubernetes, SQL",5,Yes,All Levels,34.99,3921,2023-04-27,2023,4,True,False
CRS10248,Complete Data Science Bootcamp,It & Software,Data Science,Arabic,Wei Mueller,10.2,8817,5.0,425,"After Effects, Copywriting",2,Yes,All Levels,79.99,749,2024-03-21,2024,3,False,False
CRS10761,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,Spanish,Thomas Brown,4.2,2710,4.3,71,"Tableau, Music Theory, Accounting, Networking",4,Yes,Advanced,34.99,389,2023-02-16,2023,2,False,False
CRS10332,Advanced Video Editing Masterclass,Photography & Video,Video Editing,Spanish,Emily Zhang,9.7,5237,4.6,165,"SQL, JavaScript",2,Yes,Beginner,49.99,593,2023-02-24,2023,2,False,False
CRS10678,The Ultimate Video Editing Course,Photography & Video,Video Editing,Japanese,Neha Silva,1.9,600,4.0,11,"After Effects, Piano, Docker",3,No,Advanced,0.0,114,2025-07-10,2025,7,False,False
CRS10522,The Ultimate Programming Languages Course,Development,Programming Languages,French,Michael Brown,5.3,1025,3.6,51,After Effects,1,No,Advanced,9.99,118,2025-06-11,2025,6,False,False
CRS10742,Complete UX/UI Design Bootcamp,Design,Ux/Ui Design,Mandarin,David Novak,7.1,4967,3.8,215,"Power BI, Unity, Copywriting, After Effects",4,Yes,Intermediate,59.99,867,2024-04-02,2024,4,False,False
CRS10364,Advanced Video Editing Masterclass,Photography & Video,Video Editing,English,Grace Novak,5.0,10131,5.0,415,"Figma, Power BI, Music Theory, SQL",4,No,Advanced,24.99,914,2023-05-11,2023,5,False,False
CRS10694,The Ultimate Graphic Design Course,Design,Graphic Design,Portuguese,David Reddy,5.9,12029,5.0,369,Music Theory,1,No,All Levels,9.99,1617,2026-01-27,2026,1,False,False
CRS10368,The Ultimate Music Production Course,Music,Music Production,Portuguese,Daniel Costa,2.8,343,4.8,8,"Unreal Engine, JavaScript, Power BI, Agile, Scrum",5,No,Beginner,0.0,31,2023-07-28,2023,7,False,False
CRS10468,Advanced Business Strategy Masterclass,Business,Business Strategy,Japanese,Sofia Rossi,1.9,4359,4.0,245,"C++, Agile, Figma, Git",4,No,All Levels,0.0,309,2025-10-12,2025,10,False,False
CRS10440,Data Science Crash Course,It & Software,Data Science,Portuguese,Grace Nguyen,4.3,985,4.2,44,"Google Ads, Docker, Piano, Deep Learning, JavaScript",5,Yes,Beginner,19.99,210,2025-07-26,2025,7,False,False
CRS10394,Game Development Crash Course,Development,Game Development,Mandarin,Sofia Petrov,7.6,11778,3.9,475,"Statistics, Scrum, Git, HTML/CSS",4,No,Advanced,99.99,1284,2023-02-23,2023,2,False,False
CRS10211,Advanced Graphic Design Masterclass,Design,Graphic Design,French,Maria Petrov,5.9,11025,4.4,360,"Data Visualization, Negotiation",2,Yes,All Levels,99.99,1688,2025-09-07,2025,9,False,False
CRS10801,Complete Network & Security Bootcamp,It & Software,Network & Security,French,Elena Chen,4.5,6416,4.0,334,"Agile, SQL, Unreal Engine",3,No,Advanced,79.99,359,2023-05-13,2023,5,False,False
CRS10718,Practical UX/UI Design Projects,Design,Ux/Ui Design,Japanese,Michael Reddy,3.0,2047,4.0,51,"Google Ads, Networking, Tableau, Git, Unreal Engine",5,Yes,Beginner,59.99,365,2023-06-23,2023,6,False,False
CRS10008,Practical Cloud Computing Projects,It & Software,Cloud Computing,Japanese,Carlos Costa,5.8,1213,4.4,0,"Deep Learning, Accounting, Agile",3,No,All Levels,0.0,248,2024-05-22,2024,5,False,False
CRS10714,Productivity Crash Course,Personal Development,Productivity,Arabic,Isabella Weber,5.5,2112,4.3,40,"Financial Modeling, Cybersecurity Basics, Deep Learning",3,No,Intermediate,9.99,271,2023-09-05,2023,9,False,False
CRS10156,The Ultimate Productivity Course,Personal Development,Productivity,Spanish,Carlos Kumar,12.1,3996,4.6,163,Machine Learning,1,Yes,Intermediate,0.0,385,2025-12-14,2025,12,False,False
CRS10327,Project Management for Beginners,Business,Project Management,French,Aarav Johnson,4.7,3461,4.2,36,"Unity, Financial Modeling, AWS",3,No,Intermediate,59.99,497,2023-05-20,2023,5,False,False
CRS10102,Practical Instruments Projects,Music,Instruments,Portuguese,Isabella Kumar,2.0,4389,4.1,137,"Photoshop, Unreal Engine",2,Yes,Beginner,59.99,665,2025-07-03,2025,7,False,False
CRS10376,Practical Video Editing Projects,Photography & Video,Video Editing,Mandarin,Yusuf Kumar,8.5,11160,4.6,583,"C++, Video Editing",2,Yes,All Levels,9.99,1927,2025-11-17,2025,11,False,False
CRS10668,Complete Finance Bootcamp,Business,Finance,Japanese,Lucia Ito,7.2,1094,4.4,25,"Statistics, Agile, Photoshop, Networking, HTML/CSS",5,Yes,All Levels,49.99,98,2023-11-10,2023,11,False,False
CRS10458,Game Development Crash Course,Development,Game Development,English,Aisha Kim,7.3,5489,4.2,80,"HTML/CSS, C++",2,Yes,Intermediate,12.99,1096,2024-07-29,2024,7,False,False
CRS10596,Advanced Design Tools Masterclass,Design,Design Tools,Hindi,Elena Brown,10.7,1078,4.7,15,"Python, Data Visualization, Kubernetes",3,Yes,All Levels,99.99,267,2023-09-23,2023,9,False,False
CRS10295,Practical Social Media Marketing Projects,Marketing,Social Media Marketing,Hindi,Lucia Fernandez,12.8,321,4.7,8,"JavaScript, C++, Guitar, Git",4,Yes,Beginner,49.99,73,2024-06-14,2024,6,False,False
CRS10003,Leadership: Zero to Hero,Personal Development,Leadership,English,Daniel Kim,4.4,5846,4.1,211,Statistics,1,Yes,Advanced,9.99,797,2025-01-28,2025,1,False,False
CRS10214,Photography Basics: Zero to Hero,Photography & Video,Photography Basics,Spanish,Elena Petrov,9.2,5206,4.3,212,"React, Machine Learning, Cybersecurity Basics, Java, Unreal Engine",5,No,Beginner,99.99,1165,2025-06-02,2025,6,False,False
CRS10582,Advanced UX/UI Design Masterclass,Design,Ux/Ui Design,English,Aisha Garcia,4.4,24696,4.7,1096,"Figma, Docker, SEO, Azure",4,No,Advanced,49.99,1829,2024-06-25,2024,6,True,False
CRS10816,The Ultimate IT Certifications Course,It & Software,It Certifications,Mandarin,Rahul Reddy,3.6,15619,4.6,283,"Unity, Guitar, Node.js, Git",4,No,Beginner,49.99,1106,2025-09-06,2025,9,False,False
CRS10236,Advanced Data Science Masterclass,It & Software,Data Science,German,Anastasia Sharma,7.9,31400,3.9,870,"Kubernetes, Negotiation, Data Visualization, Copywriting",4,No,All Levels,24.99,2004,2025-08-07,2025,8,True,False
CRS10159,Practical Graphic Design Projects,Design,Graphic Design,Spanish,Sofia Nguyen,6.9,22868,4.1,501,Node.js,1,Yes,Advanced,49.99,1648,2023-01-24,2023,1,True,False
CRS10496,Mastering Career Development in 2025,Personal Development,Career Development,Mandarin,Carlos Petrov,14.2,2532,4.0,55,"Git, Java, Node.js, Statistics, Azure",5,No,Advanced,59.99,235,2023-11-21,2023,11,False,True
CRS10809,Advanced Digital Marketing Masterclass,Marketing,Digital Marketing,Hindi,David Smith,8.4,1300,4.5,30,"Docker, Unity, Agile, Data Visualization, Node.js",5,Yes,Advanced,12.99,188,2024-07-27,2024,7,False,False
CRS10550,Videography: Zero to Hero,Photography & Video,Videography,Japanese,Elena Kumar,7.8,7910,4.9,470,"SEO, Docker, 3D Modeling",3,Yes,Intermediate,24.99,888,2024-05-12,2024,5,False,False
CRS10463,Database Design for Beginners,Development,Database Design,French,Lucia Zhang,7.6,9468,3.7,386,"Copywriting, Cybersecurity Basics, Docker",3,No,Intermediate,0.0,1880,2023-09-19,2023,9,False,False
CRS10281,Practical Instruments Projects,Music,Instruments,Portuguese,Thomas Ali,1.5,507,3.6,22,Unreal Engine,1,Yes,All Levels,24.99,25,2025-10-09,2025,10,False,False
CRS10710,Content Marketing Crash Course,Marketing,Content Marketing,Japanese,Olga Weber,6.1,3862,4.4,93,"SQL, Statistics, Excel, Networking",4,No,Beginner,49.99,416,2024-05-31,2024,5,False,False
CRS10819,Advanced Database Design Masterclass,Development,Database Design,French,Elena Costa,6.3,10724,4.1,501,AWS,1,Yes,Beginner,24.99,1126,2023-03-11,2023,3,False,False
CRS10381,Mastering Web Development in 2025,Development,Web Development,English,Sofia Weber,8.2,1441,3.6,61,Guitar,1,No,All Levels,79.99,107,2023-04-03,2023,4,False,False
CRS10334,Practical Video Editing Projects,Photography & Video,Video Editing,English,Sara Reddy,13.0,12819,3.9,456,"Git, Java, Copywriting, Statistics",4,No,Beginner,79.99,908,2025-10-01,2025,10,False,False
CRS10644,Sales Crash Course,Business,Sales,English,Wanjiru Mueller,15.0,5168,4.9,110,"Photoshop, SEO, Agile",3,No,Advanced,49.99,947,2024-06-22,2024,6,False,True
CRS10213,Instruments for Beginners,Music,Instruments,Mandarin,Neha Ito,8.2,1215,5.0,64,"After Effects, AWS, Negotiation, Scrum, Unreal Engine",5,No,Intermediate,34.99,103,2025-02-28,2025,2,False,False
CRS10833,Graphic Design for Beginners,Design,Graphic Design,Spanish,Thomas Zhang,10.7,30770,3.9,849,Kubernetes,1,Yes,Advanced,49.99,2314,2023-03-11,2023,3,True,False
CRS10080,Advanced IT Certifications Masterclass,It & Software,It Certifications,Portuguese,Sara Kim,7.0,2296,4.3,120,"AWS, Agile, Financial Modeling, Excel",4,Yes,Advanced,24.99,368,2025-06-09,2025,6,False,False
CRS10149,SEO Crash Course,Marketing,Seo,Portuguese,Sofia Johnson,4.6,9170,3.7,257,"JavaScript, C++, AWS, Agile, Scrum",5,Yes,Beginner,59.99,626,2025-01-03,2025,1,False,False
CRS10621,Mobile Development: Zero to Hero,Development,Mobile Development,Mandarin,Neha Kumar,5.7,1912,4.0,24,Video Editing,1,No,All Levels,24.99,135,2025-10-29,2025,10,False,False
CRS10240,Network & Security for Beginners,It & Software,Network & Security,Portuguese,Neha Diaz,6.4,1104,4.3,30,"Docker, SQL, Statistics, Financial Modeling",4,Yes,Advanced,0.0,202,2025-09-20,2025,9,False,False
CRS10560,Data Science Crash Course,It & Software,Data Science,German,Michael Ito,8.9,4570,4.3,177,"Azure, Copywriting, Figma, Google Ads, Networking",5,No,All Levels,79.99,652,2025-01-01,2025,1,False,False
CRS10498,Advanced Design Tools Masterclass,Design,Design Tools,English,Michael Sharma,3.4,21401,4.7,0,React,1,No,Beginner,0.0,4033,2023-10-18,2023,10,True,False
CRS10335,Advanced Programming Languages Masterclass,Development,Programming Languages,Arabic,Kenji Petrov,8.8,61359,4.2,3529,"Public Speaking, Power BI, SQL",3,No,Intermediate,24.99,10439,2024-12-15,2024,12,True,False
CRS10573,Advanced Videography Masterclass,Photography & Video,Videography,Portuguese,Kenji Mueller,13.7,1175,4.2,22,"Tableau, Unity",2,Yes,Intermediate,19.99,95,2024-01-01,2024,1,False,False
CRS10820,Mastering SEO in 2025,Marketing,Seo,German,David Chen,7.0,1718,3.9,97,Machine Learning,1,Yes,All Levels,99.99,94,2026-01-22,2026,1,False,False
CRS10134,Leadership Crash Course,Personal Development,Leadership,Arabic,Michael Silva,4.7,11523,4.0,631,Deep Learning,1,No,Advanced,24.99,606,2025-07-20,2025,7,False,False
CRS10832,The Ultimate Video Editing Course,Photography & Video,Video Editing,German,Aisha Petrov,4.1,547,4.6,6,"Negotiation, SQL, Java, Python",4,No,Beginner,9.99,107,2024-09-20,2024,9,False,False
CRS10166,Business Strategy for Beginners,Business,Business Strategy,Hindi,Liam Rossi,4.1,2889,4.3,108,Machine Learning,1,No,All Levels,59.99,194,2024-10-29,2024,10,False,False
CRS10529,Mastering Game Development in 2025,Development,Game Development,Arabic,Ahmed Mueller,13.2,8687,3.5,451,"Video Editing, Kubernetes, Financial Modeling, Music Theory, Statistics",5,No,Intermediate,99.99,2153,2023-11-07,2023,11,False,False
CRS10056,Advanced Database Design Masterclass,Development,Database Design,Arabic,Aarav Smith,16.1,7673,4.1,104,"JavaScript, Networking, Agile, Tableau",4,No,Advanced,79.99,873,2023-10-31,2023,10,False,True
CRS10487,IT Certifications Crash Course,It & Software,It Certifications,Hindi,Sara Johnson,4.9,20405,4.1,1124,"Scrum, JavaScript, Machine Learning, Azure, Deep Learning",5,No,Intermediate,34.99,1850,2024-11-04,2024,11,True,False
CRS10652,Network & Security for Beginners,It & Software,Network & Security,Arabic,David Patel,4.8,28157,4.3,725,"C++, Guitar, Unity, Public Speaking",4,Yes,Beginner,24.99,3621,2023-09-03,2023,9,True,False
CRS10531,Complete Entrepreneurship Bootcamp,Business,Entrepreneurship,Spanish,Grace Singh,5.6,12605,4.2,0,"JavaScript, Azure",2,No,All Levels,34.99,1457,2023-05-12,2023,5,False,False
CRS10378,IT Certifications Crash Course,It & Software,It Certifications,English,Aisha Kim,2.1,651,4.4,9,"Python, React, Piano, Financial Modeling",4,Yes,Beginner,34.99,97,2025-09-12,2025,9,False,False
CRS10443,Practical Graphic Design Projects,Design,Graphic Design,German,Emily Ito,4.4,1557,4.5,77,"Copywriting, 3D Modeling, Java, JavaScript",4,Yes,Intermediate,34.99,155,2023-02-10,2023,2,False,False
CRS10205,The Ultimate Design Tools Course,Design,Design Tools,Portuguese,Emily Kim,6.9,968,4.8,47,"Networking, Agile, Negotiation",3,No,Advanced,79.99,73,2023-11-09,2023,11,False,False
CRS10595,Videography: Zero to Hero,Photography & Video,Videography,Portuguese,Anastasia Kim,9.7,5321,4.1,94,"Machine Learning, Git, React",3,No,Advanced,19.99,1051,2025-11-18,2025,11,False,False
CRS10429,The Ultimate Entrepreneurship Course,Business,Entrepreneurship,Spanish,Lucia Chen,3.9,4595,4.0,115,"Networking, Python",2,Yes,All Levels,59.99,441,2025-05-03,2025,5,False,False
CRS10745,Entrepreneurship: Zero to Hero,Business,Entrepreneurship,Hindi,Aarav Khan,3.6,503,4.6,28,C++,1,No,Beginner,49.99,117,2023-12-30,2023,12,False,False
CRS10479,Advanced Music Theory Masterclass,Music,Music Theory,Japanese,Olga Garcia,2.5,1297,4.3,49,"Java, Kubernetes, Deep Learning, HTML/CSS",4,No,All Levels,9.99,172,2023-06-08,2023,6,False,False
CRS10435,Practical Instruments Projects,Music,Instruments,Hindi,Isabella Patel,4.7,3179,3.4,180,JavaScript,1,No,Beginner,9.99,685,2024-10-30,2024,10,False,False
CRS10061,Advanced Cybersecurity Masterclass,It & Software,Cybersecurity,Portuguese,Rahul Petrov,11.3,5353,4.2,56,"HTML/CSS, Power BI",2,Yes,Advanced,49.99,1236,2025-05-18,2025,5,False,False
CRS10200,Advanced Instruments Masterclass,Music,Instruments,French,Emily Garcia,2.7,500,3.7,22,"Python, Node.js, Tableau, Kubernetes, Git",5,Yes,Intermediate,59.99,71,2025-06-10,2025,6,False,False
CRS10793,Music Theory: Zero to Hero,Music,Music Theory,Japanese,Sofia Ito,1.8,6441,4.0,226,"Kubernetes, Java, Deep Learning, Public Speaking",4,No,Beginner,34.99,658,2023-03-13,2023,3,False,False
CRS10617,Advanced Network & Security Masterclass,It & Software,Network & Security,English,Carlos Fernandez,11.2,7586,4.0,330,"SQL, Public Speaking, Git",3,No,Advanced,59.99,1414,2024-02-13,2024,2,False,False
CRS10431,Advanced Data Science Masterclass,It & Software,Data Science,Hindi,Liam Johnson,1.9,2482,4.6,47,"Networking, JavaScript, Python, Power BI",4,Yes,Beginner,99.99,308,2023-03-27,2023,3,False,False
CRS10251,Video Editing: Zero to Hero,Photography & Video,Video Editing,Mandarin,Daniel Weber,4.0,797,4.5,32,"Docker, Networking, Deep Learning, 3D Modeling, Piano",5,No,Intermediate,12.99,143,2023-05-27,2023,5,False,False
CRS10405,Entrepreneurship: Zero to Hero,Business,Entrepreneurship,Portuguese,David Fernandez,5.9,5704,4.2,121,"Docker, Unreal Engine, Java",3,No,Advanced,0.0,508,2024-09-05,2024,9,False,False
CRS10351,Videography for Beginners,Photography & Video,Videography,Mandarin,Anastasia Petrov,3.8,13961,4.2,713,Power BI,1,Yes,Intermediate,24.99,3092,2024-12-26,2024,12,False,False
CRS10418,UX/UI Design Crash Course,Design,Ux/Ui Design,Mandarin,Emily Nguyen,8.5,40525,4.2,645,"Python, Statistics, Kubernetes",3,No,Beginner,99.99,4367,2024-07-24,2024,7,True,False
CRS10583,Mastering Personal Finance in 2025,Personal Development,Personal Finance,English,Rahul Brown,2.6,6041,3.4,108,"Financial Modeling, Google Ads, Kubernetes, Negotiation",4,No,Advanced,0.0,508,2025-11-17,2025,11,False,False
CRS10571,Mastering Leadership in 2025,Personal Development,Leadership,German,Carlos Petrov,4.1,4119,3.4,212,"After Effects, Cybersecurity Basics, Scrum, Kubernetes, Negotiation",5,No,Intermediate,9.99,877,2025-12-09,2025,12,False,False
CRS10425,Practical Music Production Projects,Music,Music Production,German,Elena Kumar,2.4,2382,4.1,125,"Docker, C++, Python, Video Editing",4,Yes,Advanced,49.99,217,2025-04-08,2025,4,False,False
CRS10293,Advanced Leadership Masterclass,Personal Development,Leadership,German,Elena Johnson,4.2,2883,4.2,66,"Unreal Engine, Node.js",2,Yes,Beginner,0.0,286,2023-09-24,2023,9,False,False
CRS10457,Practical Cloud Computing Projects,It & Software,Cloud Computing,German,Isabella Kumar,7.9,4885,4.1,213,"Deep Learning, Video Editing, Statistics",3,Yes,Beginner,0.0,1198,2023-09-16,2023,9,False,False
CRS10781,Graphic Design: Zero to Hero,Design,Graphic Design,French,John Rossi,4.4,5975,3.8,67,"Negotiation, Piano, Java",3,No,Beginner,34.99,1235,2025-10-01,2025,10,False,False
CRS10091,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hindi,Neha Rossi,10.8,4089,4.2,205,"Docker, Unreal Engine",2,No,Beginner,0.0,816,2023-03-21,2023,3,False,False
CRS10814,Practical Mobile Development Projects,Development,Mobile Development,French,Thomas Zhang,8.0,7600,4.8,323,"Scrum, Networking",2,Yes,Intermediate,9.99,1081,2023-06-03,2023,6,False,False
CRS10182,Content Marketing: Zero to Hero,Marketing,Content Marketing,Japanese,Olga Zhang,5.1,6815,4.3,193,"React, JavaScript, Networking",3,Yes,Intermediate,19.99,1518,2025-12-07,2025,12,False,False
CRS10775,Instruments: Zero to Hero,Music,Instruments,Portuguese,Elena Zhang,4.3,2259,4.8,30,"Guitar, Node.js, Photoshop, Excel, Cybersecurity Basics",5,Yes,Intermediate,99.99,361,2023-01-14,2023,1,False,False
CRS10070,Advanced Cybersecurity Masterclass,It & Software,Cybersecurity,Mandarin,Aisha Costa,8.8,11175,4.1,236,"Music Theory, Machine Learning",2,No,All Levels,59.99,2711,2025-01-11,2025,1,False,False
CRS10132,Practical Productivity Projects,Personal Development,Productivity,Hindi,Sofia Fernandez,8.6,929,4.2,17,"HTML/CSS, Node.js, Git",3,Yes,Intermediate,12.99,167,2024-02-28,2024,2,False,False
CRS10508,UX/UI Design: Zero to Hero,Design,Ux/Ui Design,French,Neha Nguyen,7.2,13360,4.7,525,Power BI,1,Yes,Beginner,0.0,2220,2023-04-09,2023,4,False,False
CRS10758,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,Hindi,Fatima Novak,3.1,5806,4.1,313,"Node.js, Financial Modeling, SQL, Negotiation",4,Yes,All Levels,0.0,1043,2025-11-15,2025,11,False,False
CRS10136,Practical Web Development Projects,Development,Web Development,English,Ahmed Ali,4.3,17861,4.8,418,"Java, Copywriting",2,Yes,Advanced,0.0,3122,2025-01-08,2025,1,False,False
CRS10165,Practical Videography Projects,Photography & Video,Videography,French,John Brown,4.7,16557,5.0,241,"3D Modeling, Music Theory, HTML/CSS, C++, React",5,No,All Levels,9.99,3733,2023-12-09,2023,12,False,False
CRS10029,Mobile Development for Beginners,Development,Mobile Development,English,Sofia Khan,9.0,1454,4.8,32,"Scrum, After Effects",2,No,Intermediate,79.99,99,2023-08-23,2023,8,False,False
CRS10466,Finance for Beginners,Business,Finance,English,Aisha Smith,5.0,1015,4.6,45,"Java, SEO, Power BI",3,No,Intermediate,12.99,137,2025-12-30,2025,12,False,False
